"Order","PID","MS SubClass","MS Zoning","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Heating","Heating QC","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","Kitchen Qual","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Pool QC","Fence","Misc Feature","Misc Val","Mo Sold","Yr Sold","Sale Type","Sale Condition","SalePrice","House_Age","Total_Baths","Total_SF","Has_Garage","Price_per_SF","Is_Remodeled","Overall_Qual_num","Overall_Cond_num"
514,"0528441090","020","RL",85,11128,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Somerst","PosN","PosN","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",198,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2158,"Unf",0,300,2458,"GasA","Ex","Y","SBrkr",2490,0,0,2490,1,0,2,0,2,1,"Ex",9,"Typ",2,"Gd","Attchd",2005,"Fin",3,795,"TA","TA","Y",70,226,0,0,0,0,"None","GdPrv","None",0,10,2009,"WD ","Normal",468000,21,3,4948,"Yes",187.951807228916,"Yes",9,5
515,"0528456180","060","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",822,"Unf",0,78,900,"GasA","Ex","Y","SBrkr",932,920,0,1852,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2009,"RFn",2,644,"TA","TA","Y",168,108,0,0,0,0,"None","None","None",0,7,2009,"New","Partial",252678,17,3.5,2752,"Yes",136.435205183585,"No",7,5
516,"0528456220","060","FV",75,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",786,804,0,1590,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2008,"RFn",2,676,"TA","TA","Y",0,30,0,0,0,0,"None","None","None",0,6,2009,"WD ","Normal",210000,18,2.5,2358,"Yes",132.075471698113,"No",8,5
517,"0528456240","020","FV",75,7862,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",27,"Unf",0,1191,1218,"GasA","Ex","Y","SBrkr",1218,0,0,1218,0,0,2,0,2,1,"Gd",4,"Typ",0,"None","Attchd",2009,"Fin",2,676,"TA","TA","Y",0,102,0,0,0,0,"None","None","None",0,9,2009,"New","Partial",208300,17,2,2436,"Yes",171.018062397373,"No",6,5
518,"0528458020","020","FV",90,7993,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1436,1436,"GasA","Ex","Y","SBrkr",1436,0,0,1436,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2008,"Fin",2,529,"TA","TA","Y",0,121,0,0,0,0,"None","None","None",0,10,2009,"New","Partial",225000,18,2,2872,"Yes",156.685236768802,"Yes",7,5
519,"0528458040","020","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",0,364,1300,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2009,"RFn",2,552,"TA","TA","Y",135,112,0,0,0,0,"None","None","None",0,9,2009,"New","Partial",229456,17,3,2614,"Yes",174.624048706241,"No",8,5
520,"0528458060","020","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1402,1402,"GasA","Ex","Y","SBrkr",1402,0,0,1402,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2008,"RFn",2,625,"TA","TA","Y",205,126,0,0,0,0,"None","None","None",0,5,2009,"WD ","Normal",229800,18,2,2804,"Yes",163.908701854494,"No",7,5
521,"0528458140","020","FV",112,12606,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",120,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1530,1530,"GasA","Ex","Y","SBrkr",1530,0,0,1530,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,984,"TA","TA","Y",212,136,0,0,0,0,"None","None","None",0,5,2009,"WD ","Normal",250000,19,2,3060,"Yes",163.398692810458,"Yes",9,5
522,"0528458160","020","FV",85,9187,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2009,"Fin",3,478,"TA","TA","Y",195,130,0,0,0,0,"None","None","None",0,10,2009,"New","Partial",370878,17,3.5,3532,"Yes",210.010192525481,"No",9,5
523,"0528458180","020","FV",75,7500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",238,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1348,1372,"GasA","Ex","Y","SBrkr",1448,0,0,1448,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,692,"TA","TA","Y",0,140,0,0,0,0,"None","None","None",0,6,2009,"WD ","Normal",238500,20,2,2820,"Yes",164.709944751381,"Yes",8,5
524,"0528477050","060","FV",85,11003,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",160,"Ex","TA","PConc","Ex","TA","Av","GLQ",765,"Unf",0,252,1017,"GasA","Ex","Y","SBrkr",1026,981,0,2007,1,0,2,1,3,1,"Ex",10,"Typ",1,"Ex","Attchd",2008,"Fin",3,812,"TA","TA","Y",168,52,0,0,0,0,"None","None","None",0,4,2009,"WD ","Normal",310000,18,3.5,3024,"Yes",154.459392127554,"No",10,5
525,"0528477070","060","FV",84,10603,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",121,"Gd","TA","PConc","Ex","Gd","No","GLQ",682,"Unf",0,218,900,"GasA","Ex","Y","SBrkr",909,886,0,1795,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"Fin",3,782,"TA","TA","Y",168,45,0,0,0,0,"None","None","None",0,7,2009,"WD ","Normal",270000,20,3.5,2695,"Yes",150.41782729805,"No",8,5
526,"0528480040","060","FV",85,10574,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1082,1082,"GasA","Ex","Y","SBrkr",1082,871,0,1953,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2005,"RFn",3,1043,"TA","TA","Y",160,50,0,0,0,0,"None","None","None",0,5,2009,"WD ","Normal",252000,21,2.5,3035,"Yes",129.032258064516,"Yes",8,5
527,"0528480130","060","FV",65,8125,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",100,"Gd","TA","PConc","Gd","TA","No","GLQ",812,"Unf",0,280,1092,"GasA","Ex","Y","SBrkr",1112,438,0,1550,1,0,2,0,2,1,"Gd",7,"Typ",0,"None","Attchd",2007,"Fin",2,438,"TA","TA","Y",0,168,0,0,0,0,"None","None","None",0,10,2009,"WD ","Normal",241000,20,3,2642,"Yes",155.483870967742,"Yes",7,5
528,"0528480170","020","FV",65,8125,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","BrkFace",288,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1836,1836,"GasA","Ex","Y","SBrkr",1836,0,0,1836,0,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2009,"Fin",2,517,"TA","TA","Y",0,175,0,0,0,0,"None","None","None",0,10,2009,"New","Partial",264500,18,2,3672,"Yes",144.063180827887,"Yes",8,5
529,"0528482040","020","FV",85,10625,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1430,"Unf",0,222,1652,"GasA","Ex","Y","SBrkr",1662,0,0,1662,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,711,"TA","TA","Y",168,120,0,0,0,0,"None","None","None",0,3,2009,"WD ","Normal",291000,20,3,3314,"Yes",175.090252707581,"Yes",7,5
530,"0528482130","060","FV",75,9375,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,912,912,"GasA","Ex","Y","SBrkr",912,1182,0,2094,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,615,"TA","TA","Y",182,182,0,0,0,0,"None","None","None",0,11,2009,"WD ","Normal",263000,23,2.5,3006,"Yes",125.59694364852,"Yes",7,5
531,"0528488100","020","FV",62,7500,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",410,"Unf",0,811,1221,"GasA","Ex","Y","SBrkr",1221,0,0,1221,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2004,"RFn",2,400,"TA","TA","Y",0,113,0,0,0,0,"None","None","None",0,10,2009,"WD ","Normal",185000,22,3,2442,"Yes",151.515151515152,"Yes",7,5
532,"0528490040","020","FV",68,8736,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",771,"ALQ",360,422,1553,"GasA","Ex","Y","SBrkr",1553,0,0,1553,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2003,"RFn",2,588,"TA","TA","Y",192,88,0,0,0,0,"None","None","None",0,8,2009,"WD ","Normal",234500,23,3,3106,"Yes",150.99806825499,"Yes",7,5
533,"0528490070","060","FV",65,8127,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",410,"Unf",0,402,812,"GasA","Ex","Y","SBrkr",812,841,0,1653,1,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2003,"RFn",2,628,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,3,2009,"WD ","Normal",209000,23,3.5,2465,"Yes",126.436781609195,"No",7,5
534,"0531363010","020","RL",80,9605,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1218,1218,"GasA","Ex","Y","SBrkr",1218,0,0,1218,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","Detchd",2007,"RFn",2,576,"TA","TA","Y",0,178,0,0,0,0,"None","None","None",0,4,2009,"WD ","Normal",159000,19,1.5,2436,"Yes",130.541871921182,"No",7,6
535,"0531363030","020","RL",63,7500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","GLQ",54,"Unf",0,1087,1141,"GasA","Ex","Y","SBrkr",1141,0,0,1141,1,0,1,1,3,1,"Gd",6,"Typ",0,"None","Detchd",2006,"RFn",2,484,"TA","TA","Y",182,0,0,0,0,0,"None","None","None",0,6,2009,"WD ","Normal",152000,20,2.5,2282,"Yes",133.216476774759,"No",7,5
536,"0531363050","020","RL",63,7500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,0,0,1,1,3,1,"Gd",5,"Typ",0,"None","None",2004,"None",0,0,"None","None","Y",0,50,0,0,0,0,"None","None","None",0,8,2009,"WD ","Normal",143500,22,1.5,2316,"No",123.920552677029,"No",6,5
537,"0531369010","060","RL",96,10628,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,835,835,"GasA","Ex","Y","SBrkr",871,941,0,1812,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","BuiltIn",2004,"RFn",2,478,"TA","TA","Y",146,91,0,0,0,0,"None","None","None",0,1,2009,"WD ","Normal",193000,22,2.5,2647,"Yes",106.512141280353,"No",7,5
538,"0531369020","020","RL",76,10141,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",8,5,2004,2004,"Gable","Tar&Grv","VinylSd","VinylSd","BrkFace",264,"Gd","TA","PConc","Gd","TA","Gd","BLQ",516,"Rec",774,222,1512,"GasA","Ex","Y","SBrkr",1512,0,0,1512,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2004,"RFn",3,845,"TA","TA","Y",210,36,0,0,0,0,"None","None","None",0,1,2009,"WD ","Normal",203000,22,2,3024,"Yes",134.259259259259,"No",8,5
539,"0531371050","020","RL",67,10083,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",833,"Unf",0,343,1176,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",2003,"RFn",2,555,"TA","TA","Y",0,41,0,0,0,0,"None","None","None",0,8,2009,"WD ","Normal",184900,23,3,2376,"Yes",154.083333333333,"No",7,5
540,"0531375040","020","RL",63,13072,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1114,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","Detchd",2005,"Unf",2,576,"TA","TA","Y",248,102,0,0,0,0,"None","None","None",0,5,2009,"WD ","Normal",159000,22,1.5,2228,"Yes",142.728904847397,"Yes",7,5
541,"0531375090","020","RL",63,13072,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1114,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","None",2004,"None",0,0,"None","None","Y",0,39,0,0,0,0,"None","None","None",0,8,2009,"WD ","Normal",142000,22,1.5,2228,"No",127.468581687612,"No",5,5
542,"0531375130","020","RL",60,12450,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",836,"Unf",0,278,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,42,0,0,0,0,"None","None","None",0,6,2009,"WD ","Normal",153000,23,3,2228,"Yes",137.342908438061,"Yes",5,5
543,"0531376090","020","RL",61,7328,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2008,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1450,1450,"GasA","Ex","Y","SBrkr",1450,0,0,1450,0,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2008,"RFn",3,788,"TA","TA","Y",0,93,0,0,0,0,"None","None","None",0,2,2009,"New","Partial",224243,18,2,2900,"Yes",154.650344827586,"Yes",7,5
544,"0531379050","060","RL",43,11492,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",132,"Gd","TA","PConc","Gd","TA","No","GLQ",637,"Unf",0,276,913,"GasA","Ex","Y","SBrkr",913,1209,0,2122,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1997,"RFn",2,559,"TA","TA","Y",0,74,0,0,0,0,"None","None","None",0,4,2009,"WD ","Normal",220000,30,3.5,3035,"Yes",103.675777568332,"Yes",7,5
545,"0531382070","020","RL",88,10994,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",366,"Gd","TA","PConc","Gd","Gd","No","GLQ",976,"Unf",0,868,1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,620,"TA","TA","Y",165,44,0,0,0,0,"None","None","None",0,9,2009,"COD","Abnorml",257000,21,3,3688,"Yes",139.370932754881,"Yes",8,5
546,"0531385020","020","RL",65,8529,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",20,"Unf",0,1434,1454,"GasA","Ex","Y","SBrkr",1434,0,0,1434,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,527,"TA","TA","Y",290,39,0,0,0,0,"None","None","None",0,4,2009,"WD ","Normal",189000,25,2,2888,"Yes",131.799163179916,"No",7,5
547,"0531450120","060","RL",70,7703,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",52,"Rec",364,400,816,"GasA","Ex","Y","SBrkr",833,897,0,1730,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1992,"RFn",2,528,"TA","TA","Y",0,91,0,0,168,0,"None","None","None",0,11,2009,"WD ","Normal",171500,34,2.5,2546,"Yes",99.1329479768786,"No",6,6
548,"0531452010","160","RL",75,10762,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,626,626,"GasA","TA","Y","SBrkr",626,591,0,1217,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1980,"RFn",1,288,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,4,2009,"WD ","Normal",120000,46,1.5,1843,"Yes",98.6031224322104,"No",6,6
549,"0531452070","120","RL",50,7175,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1990,1991,"Gable","CompShg","Plywood","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1332,1332,"GasA","Gd","Y","SBrkr",1332,0,0,1332,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1990,"RFn",2,542,"TA","TA","Y",0,60,0,0,0,0,"None","None","None",0,2,2009,"WD ","Normal",145000,36,2,2664,"Yes",108.858858858859,"Yes",6,5
550,"0531452260","060","RL",70,9109,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","2Story",7,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","LwQ",36,"GLQ",596,122,754,"GasA","Ex","Y","SBrkr",754,786,0,1540,1,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1994,"RFn",2,495,"TA","TA","Y",140,32,0,0,0,0,"None","None","None",0,10,2009,"WD ","Normal",184000,32,3.5,2294,"Yes",119.480519480519,"No",7,5
551,"0531453100","060","RL",68,10274,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,7,1986,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",141,"TA","Gd","CBlock","Gd","TA","No","Rec",331,"Unf",0,345,676,"GasA","TA","Y","SBrkr",698,702,0,1400,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Attchd",1986,"RFn",2,465,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,7,2009,"WD ","Normal",162000,40,2.5,2076,"Yes",115.714285714286,"No",6,7
552,"0531475220","090","RL",75,8250,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",6,7,1981,1981,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",964,918,0,1882,0,0,2,0,4,2,"TA",8,"Typ",2,"TA","Attchd",1981,"Unf",2,612,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,5,2009,"WD ","Normal",160000,45,2,1882,"Yes",85.0159404888417,"No",6,7
553,"0531477020","020","RH",60,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"None","CarPort",1950,"Unf",1,294,"TA","TA","N",250,0,24,0,0,0,"None","None","None",0,9,2009,"WD ","Normal",82000,76,1,1562,"Yes",97.5029726516052,"No",4,4
554,"0531479020","045","RH",60,9000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"GasA","TA","N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1950,"Unf",2,360,"Fa","Fa","N",0,0,91,0,0,0,"None","None","None",0,10,2009,"WD ","Normal",76000,98,1,1568,"Yes",96.9387755102041,"Yes",6,3
555,"0532353020","020","RL",63,9750,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",68,"BLQ",884,28,980,"GasA","Gd","Y","SBrkr",980,0,0,980,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1969,"Unf",2,400,"TA","TA","Y",0,28,0,0,0,0,"None","MnPrv","None",0,11,2009,"WD ","Normal",110000,64,2,1960,"Yes",112.244897959184,"No",5,5
556,"0532353130","020","RL",71,7064,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1986,"Unf",2,484,"TA","TA","Y",192,0,0,0,0,0,"None","None","None",0,7,2009,"WD ","Normal",135000,49,1,1960,"Yes",137.755102040816,"No",5,6
557,"0532354160","020","RL",68,8499,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",660,"Unf",0,204,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1982,"Unf",2,732,"TA","TA","Y",0,312,0,0,0,0,"None","None","None",0,6,2009,"WD ","Normal",141000,65,2,1728,"Yes",163.194444444444,"No",5,6
